Model,submission,N_B,Y,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,Hub License,Epoch_AI_Open_Weights,type_group,family,namespace,license_permissive,strict_open,license_only_unverified,license_explicit_no,epoch_publication,publication_lag_days,t_month,logN
bigscience/bloom-1b7,2024-06-13,1.722,4.046754480742192,10.438968603305897,4.39745292760164,0.5287009063444109,1.1185682326621946,6.838281250000001,0.958554964539006,bigscience-bloom-rail-1.0,Yes,pretrained,bloom,bigscience,False,False,False,False,2022-07-05,709.0,0.16427104722792607,0.23603314711763596
bigscience/bloom-3b,2024-06-13,3.003,4.387894128649154,12.709610500139627,3.4200982840077354,0.8308157099697886,0.0,7.891145833333333,1.4756944444444438,bigscience-bloom-rail-1.0,Yes,pretrained,bloom,bigscience,False,False,False,False,2022-07-05,709.0,0.16427104722792607,0.4775553321989811
bigscience/bloom-560m,2024-06-13,0.559,3.50724359916236,6.202431769926019,2.885363608028119,0.3776435045317221,1.5659955257270708,8.185416666666667,1.8266105200945613,bigscience-bloom-rail-1.0,Yes,pretrained,bloom,bigscience,False,False,False,False,2022-07-05,709.0,0.16427104722792607,-0.25258819211357664
bigscience/bloom-7b1,2024-06-13,7.069,3.795510241848182,13.221696210499251,4.038808518979752,0.5287009063444109,1.9015659955257265,1.920572916666666,1.1617169030732852,bigscience-bloom-rail-1.0,,pretrained,bloom,bigscience,False,False,False,False,,,0.16427104722792607,0.8493579816612989
bluuwhale/L3-SthenoMaid-8B-V1,2025-01-07,8.03,25.83976001225683,73.44700949037443,32.398152503800446,10.80060422960725,4.026845637583895,4.853906250000002,29.51204196217494,,,merge,namespace:bluuwhale,bluuwhale,False,False,False,False,,,6.997946611909651,0.9047155452786809
bond005/meno-tiny-0.1,2025-01-11,1.544,18.850916827026236,45.49761300017288,19.64270876311028,13.897280966767372,4.250559284116329,9.973958333333334,19.843380614657207,apache-2.0,,posttrained,namespace:bond005,bond005,True,False,True,False,,,7.129363449691992,0.18864729599971736
bosonai/Higgs-Llama-3-70B,2024-09-18,70.554,33.525397972968115,55.60678998390936,45.89740563396065,25.22658610271904,15.548098434004473,15.518750000000002,43.35475768321512,other,,posttrained,llama,bosonai,False,False,False,False,,,3.351129363449692,1.8485216407506466
braindao/DeepSeek-R1-Distill-Qwen-1.5B-Blunt,2025-02-20,1.777,7.552804605341624,26.113600801429097,1.1023633058943698,13.821752265861026,0.0,2.240104166666669,2.039007092198581,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,29.0,8.4435318275154,0.2496874278053015
braindao/DeepSeek-R1-Distill-Qwen-1.5B-Reflective,2025-02-20,1.777,8.705956789781306,30.327641768285925,1.7477599117687752,16.314199395770395,1.45413870246085,0.9440104166666662,1.4479905437352243,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,29.0,8.4435318275154,0.2496874278053015
braindao/DeepSeek-R1-Distill-Qwen-14B,2025-03-04,14.77,13.942561374741304,41.71575863154209,3.271232992020663,17.598187311178247,4.026845637583895,15.632291666666667,1.4110520094562635,mit,Yes,posttrained,qwen,braindao,True,True,False,False,2025-01-22,41.0,8.837782340862423,1.1693804953119495
braindao/DeepSeek-R1-Distill-Qwen-14B-ABUB-ST,2025-03-12,14.77,29.311295170279617,37.51922676276723,27.634826732270326,50.15105740181269,12.639821029082771,11.891145833333336,36.03169326241135,apache-2.0,Yes,posttrained,qwen,braindao,True,True,False,False,2025-01-22,49.0,9.100616016427105,1.1693804953119495
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt,2025-03-03,14.77,17.9179987350434,56.11632690151021,6.126852862495489,16.389728096676738,7.046979865771815,16.86171875,4.966385933806146,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,40.0,8.804928131416839,1.1693804953119495
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored,2025-03-06,14.77,16.62442618013144,54.21791956453322,4.607187867121389,16.314199395770395,4.36241610738255,15.453906249999998,4.790927895981086,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,43.0,8.903490759753593,1.1693804953119495
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt,2025-03-03,14.77,17.9423472074527,52.21456845614081,5.067571369076204,25.075528700906347,3.803131991051453,16.120572916666667,5.372709810874704,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,40.0,8.804928131416839,1.1693804953119495
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt-Reflective,2025-03-05,14.77,17.874122056267588,55.4044380022784,6.901046016164872,23.716012084592144,3.691275167785232,11.928385416666666,5.603575650118202,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,42.0,8.870636550308008,1.1693804953119495
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Reflective,2025-03-05,14.77,15.258010678110056,51.39274901705253,2.698522439001891,14.72809667673716,5.033557046979867,14.483333333333327,3.2118055555555545,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,42.0,8.870636550308008,1.1693804953119495
braindao/DeepSeek-R1-Distill-Qwen-14B-Reflective,2025-03-03,14.77,14.389854199470001,42.90227706928727,3.035855458967868,19.18429003021148,3.0201342281879207,16.7578125,1.4387559101654843,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,40.0,8.804928131416839,1.1693804953119495
braindao/DeepSeek-R1-Distill-Qwen-7B,2025-03-04,7.616,11.398600284940265,39.6799381197445,1.9766705871500392,19.18429003021148,1.5659955257270708,4.416666666666667,1.5680407801418434,mit,Yes,posttrained,qwen,braindao,True,True,False,False,2025-01-22,41.0,8.837782340862423,0.8817269353764179
braindao/DeepSeek-R1-Distill-Qwen-7B-Blunt,2025-03-03,7.616,12.850779949168645,42.66246891581005,2.149818735298187,21.45015105740181,2.796420581655479,6.163802083333335,1.8820183215130024,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,40.0,8.804928131416839,0.8817269353764179
braindao/DeepSeek-R1-Distill-Qwen-7B-ORPO-Uncensored,2025-03-13,7.616,10.72103457820772,36.54503384353515,2.744263179742631,17.371601208459214,0.4474272930648763,5.742187500000001,1.4756944444444438,apache-2.0,Yes,posttrained,qwen,braindao,True,True,False,False,2025-01-22,50.0,9.13347022587269,0.8817269353764179
braindao/DeepSeek-R1-Distill-Qwen-7B-Reflective,2025-03-03,7.616,11.718078328507312,39.21783091087204,2.0813002167796686,20.241691842900305,0.5592841163310973,6.483333333333332,1.725029550827422,,Yes,posttrained,qwen,braindao,False,False,False,False,2025-01-22,40.0,8.804928131416839,0.8817269353764179
braindao/Qwen2.5-14B,2025-03-06,14.77,32.436238941896505,54.085493158153696,41.26351364432166,29.229607250755286,16.442953020134222,10.444270833333336,43.15159574468085,apache-2.0,Yes,pretrained,qwen,braindao,True,True,False,False,2024-09-19,168.0,8.903490759753593,1.1693804953119495
braindao/Qwen2.5-14B-Instruct,2025-03-06,14.77,41.60549009199536,81.42539572778006,48.57308952738765,55.2870090634441,10.514541387024613,10.616666666666667,43.21623817966904,apache-2.0,Yes,posttrained,qwen,braindao,True,True,False,False,2024-09-19,168.0,8.903490759753593,1.1693804953119495
braindao/iq-code-evmind-0.5b,2025-02-20,0.494,7.0224136272788416,32.156123530011484,4.260915277471788,2.416918429003021,0.0,1.1968750000000006,2.103649527186761,apache-2.0,,posttrained,namespace:braindao,braindao,True,False,True,False,,,8.4435318275154,-0.30627305107635305
brgx53/3Bgeneral-ECE-PRYMMAL-Martial,2024-10-23,3.821,23.281187153244208,32.89305708852512,36.673582111407946,13.141993957703926,9.955257270693512,14.426822916666666,32.59640957446809,apache-2.0,,merge,namespace:brgx53,brgx53,True,False,True,False,,,4.501026694045175,0.5821770376884089
brgx53/3Bgeneralv2-ECE-PRYMMAL-Martial,2024-11-08,3.0,31.48239660410299,56.77081255513149,37.250632564299146,34.96978851963746,8.165548098434002,12.78776041666667,38.949837470449175,apache-2.0,,merge,namespace:brgx53,brgx53,True,False,True,False,,,5.026694045174538,0.47712125471966244
brgx53/3Blareneg-ECE-PRYMMAL-Martial,2024-10-23,3.821,22.756317201307528,28.763902002242936,35.45258577949333,12.084592145015106,11.297539149888143,15.428645833333327,33.51063829787233,apache-2.0,,merge,namespace:brgx53,brgx53,True,False,True,False,,,4.501026694045175,0.5821770376884089
brgx53/3Blarenegv2-ECE-PRYMMAL-Martial,2024-11-08,7.616,31.457001024079023,56.6184390749877,37.250632564299146,34.96978851963746,8.165548098434002,12.78776041666667,38.949837470449175,apache-2.0,,merge,namespace:brgx53,brgx53,True,False,True,False,,,5.026694045174538,0.8817269353764179
brgx53/Barracuda-PRYMMAL-ECE-TW3,2025-03-10,1.544,3.9169280688644776,16.401592219754694,2.753426597884674,0.2265861027190332,0.4474272930648763,2.6401041666666667,1.032432033096926,,,merge,namespace:brgx53,brgx53,False,False,False,False,,,9.034907597535934,0.18864729599971736
brgx53/LaConfiance-PRYMMAL-ECE-TW3,2025-03-10,1.777,4.255168913434492,15.79209829917951,1.9868050366680503,0.0,0.2237136465324418,5.904947916666668,1.6234485815602824,,,merge,namespace:brgx53,brgx53,False,False,False,False,,,9.034907597535934,0.2496874278053015
bunnycore/Best-Mix-Llama-3.1-8B,2024-10-10,8.03,9.644596419047586,20.67059845653976,7.255275858385576,20.54380664652568,2.0134228187919474,1.1067708333333328,6.277703900709218,,,merge,llama,bunnycore,False,False,False,False,,,4.073921971252567,0.9047155452786809
bunnycore/Blabbertron-1.0,2025-03-03,7.613,36.2247146459169,74.3337677362731,36.054612445029626,49.24471299093656,6.935123042505594,13.510937500000002,37.2691341607565,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,8.804928131416839,0.8815558297933116
bunnycore/Blabbertron-1.1,2025-03-04,7.613,36.19288822858115,72.65267268625026,36.60739009385717,48.036253776435046,7.046979865771815,14.695312500000004,38.11872044917258,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,8.837782340862423,0.8815558297933116
bunnycore/CyberCore-Qwen-2.1-7B,2024-11-23,7.616,30.984210700852028,57.65757080103016,36.96653253167443,35.87613293051359,7.718120805369126,9.411197916666667,38.27570921985816,,,merge,qwen,bunnycore,False,False,False,False,,,5.519507186858316,0.8817269353764179
bunnycore/DeepQwen-3B-LCoT-SCE,2025-02-26,3.396,20.33845959063539,44.89809261647983,23.559546324044987,24.69788519637462,1.6778523489932915,1.7578124999999991,25.439568557919618,,,merge,qwen,bunnycore,False,False,False,False,,,8.640657084188911,0.5309676815719151
bunnycore/DeepSeek-R1-Distill-Qwen-7B-RRP-Ex,2025-01-27,7.616,14.616489832350064,39.01049216080001,8.396453841395422,16.540785498489427,3.803131991051453,3.1890625000000004,16.759013002364064,,Yes,posttrained,qwen,bunnycore,False,False,False,False,2025-01-22,5.0,7.655030800821355,0.8817269353764179
bunnycore/DeepThinker-7B-Sce-v1,2025-02-06,7.613,4.766577429203108,12.180015691698028,2.5205978669314697,0.9818731117824772,0.2237136465324418,11.328385416666668,1.3648788416075646,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,7.983572895277208,0.8815558297933116
bunnycore/DeepThinker-7B-Sce-v2,2025-02-06,7.613,5.521537075022995,16.306621985221433,3.256507303765563,1.1329305135951662,1.1185682326621946,9.691145833333332,1.6234485815602824,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,7.983572895277208,0.8815558297933116
bunnycore/FuseCyberMix-Qwen-2.5-7B-Instruct,2024-12-20,7.616,34.50574650183828,70.19220113742648,36.36861871726955,48.413897280966765,6.263982102908276,8.720572916666667,37.07520685579196,,,merge,qwen,bunnycore,False,False,False,False,,,6.406570841889117,0.8817269353764179
bunnycore/FuseQwQen-7B,2024-12-22,7.616,34.67786732785649,72.74509412802476,35.909588839820735,43.65558912386707,5.92841163310962,11.97760416666666,37.85091607565011,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,6.4722792607802875,0.8817269353764179
bunnycore/FwF-Qwen-7B-0.1,2025-01-06,7.616,22.055184230946704,30.04539067452138,30.502106087142987,27.64350453172205,2.796420581655479,7.334375000000001,34.0093085106383,,,merge,qwen,bunnycore,False,False,False,False,,,6.965092402464066,0.8817269353764179
bunnycore/FwF-Qwen-7B-0.2,2025-01-15,7.616,30.049606790844468,44.79071086938213,37.66718042893359,42.59818731117825,5.369127516778524,12.289322916666665,37.58311170212765,,,merge,qwen,bunnycore,False,False,False,False,,,7.260780287474333,0.8817269353764179
bunnycore/Gemma-2-2B-Smart,2025-01-13,2.614,10.674608537656132,13.206625088099576,15.07045874494903,3.3232628398791544,4.36241610738255,12.240104166666669,15.844784278959809,,,posttrained,gemma,bunnycore,False,False,False,False,,,7.195071868583162,0.4173055832445255
bunnycore/Gemma2-9B-TitanFusion,2025-02-13,10.159,19.471500934700618,16.184169115724057,39.05056413790993,7.7039274924471295,10.96196868008949,10.036458333333334,32.89191784869976,,,merge,gemma,bunnycore,False,False,False,False,,,8.213552361396303,1.006850960324272
bunnycore/HyperLlama-3.1-8B,2024-09-05,8.03,28.44897570570595,78.83005979689446,29.80665561261375,18.27794561933535,4.921700223713646,7.932552083333335,30.92494089834515,apache-2.0,,merge,llama,bunnycore,True,False,True,False,,,2.924024640657084,0.9047155452786809
bunnycore/Llama-3.1-8B-TitanFusion-Mix,2024-09-23,8.03,25.01224783778517,49.24954675815725,39.53548333481336,12.83987915407855,6.040268456375841,12.462239583333336,29.94606973995272,,,merge,llama,bunnycore,False,False,False,False,,,3.515400410677618,0.9047155452786809
bunnycore/Llama-3.1-8B-TitanFusion-v3,2024-09-22,8.03,24.219132767586814,48.095497723817246,32.072941144614084,14.19939577039275,7.829977628635347,11.942708333333334,31.174276004728128,,,merge,llama,bunnycore,False,False,False,False,,,3.482546201232033,0.9047155452786809
bunnycore/Llama-3.2-3B-All-Mix,2024-10-20,3.607,22.94517856311552,72.26049105262925,22.51631119233452,15.030211480362537,1.6778523489932915,2.187239583333333,23.99896572104019,,,merge,llama,bunnycore,False,False,False,False,,,4.402464065708419,0.5571461423183631
bunnycore/Llama-3.2-3B-Bespoke-Thought,2025-02-02,3.213,18.009908616281866,41.12621178473118,22.51656576646296,16.46525679758308,2.1252796420581683,2.381250000000001,23.444887706855795,,,posttrained,llama,bunnycore,False,False,False,False,,,7.852156057494867,0.5069107255515181
bunnycore/Llama-3.2-3B-Booval,2024-10-28,3.213,21.56545090409925,66.69259786256023,22.515991469149508,12.68882175226586,2.2371364653243813,2.3950520833333333,22.86310579196217,,,posttrained,llama,bunnycore,False,False,False,False,,,4.6652977412731005,0.5069107255515181
bunnycore/Llama-3.2-3B-Deep-Test,2025-01-01,1.803,3.9736733260966406,17.75300646728458,2.5723233888621087,0.0,0.2237136465324418,2.7500000000000018,0.542996453900708,,,merge,llama,bunnycore,False,False,False,False,,,6.80082135523614,0.25599572672240195
bunnycore/Llama-3.2-3B-Della,2025-01-19,3.607,12.217685988950697,35.60829709614933,11.46745923572203,3.0211480362537766,3.467561521252797,7.202864583333337,12.538785460992909,,,merge,llama,bunnycore,False,False,False,False,,,7.392197125256674,0.5571461423183631
bunnycore/Llama-3.2-3B-Long-Think,2024-10-24,3.213,19.825990076474692,54.73499204333391,24.22680316567029,14.577039274924472,1.45413870246085,1.2106770833333331,22.752290189125294,,,posttrained,llama,bunnycore,False,False,False,False,,,4.5338809034907595,0.5069107255515181
bunnycore/Llama-3.2-3B-Mix-Skill,2024-10-24,3.607,21.73956606363181,64.04229666174639,23.784246657651128,14.72809667673716,1.5659955257270708,2.751822916666668,23.56493794326241,,,posttrained,llama,bunnycore,False,False,False,False,,,4.5338809034907595,0.5571461423183631
bunnycore/Llama-3.2-3B-ProdigyPlus,2024-10-25,3.607,16.356007600580043,40.1520188654991,20.62298869714629,11.555891238670696,2.460850111856823,3.1500000000000004,20.19429669030733,,,posttrained,llama,bunnycore,False,False,False,False,,,4.566735112936345,0.5571461423183631
bunnycore/Llama-3.2-3B-ProdigyPlusPlus,2024-10-28,3.607,6.708176427584118,16.45157072124186,11.56197768121448,4.531722054380665,0.4474272930648763,1.698958333333333,5.557402482269504,,,posttrained,llama,bunnycore,False,False,False,False,,,4.6652977412731005,0.5571461423183631
bunnycore/Llama-3.2-3B-RP-DeepThink,2024-12-27,3.607,23.21103861527769,71.43867161354096,23.757462281904537,16.08761329305136,2.1252796420581683,0.9440104166666662,24.913194444444443,,,merge,llama,bunnycore,False,False,False,False,,,6.636550308008213,0.5571461423183631
bunnycore/Llama-3.2-3B-RRStock,2025-02-03,3.607,22.67468863966219,66.57269378582163,23.921831246946,16.993957703927492,2.1252796420581683,1.5950520833333328,24.839317375886523,,,merge,llama,bunnycore,False,False,False,False,,,7.885010266940451,0.5571461423183631
bunnycore/Llama-3.2-3B-ToxicKod,2025-03-11,3.213,21.269124274869156,63.19299458769399,22.983327840830786,16.993957703927492,2.1252796420581683,1.432291666666666,20.886894208037827,,,merge,llama,bunnycore,False,False,False,False,,,9.067761806981519,0.5069107255515181
bunnycore/Llama-3.2-3b-RP-Toxic-Fuse,2025-03-11,3.213,25.277381748530818,68.33623674073681,24.36603090543824,24.018126888217523,3.691275167785232,7.853906250000004,23.39871453900709,,,merge,llama,bunnycore,False,False,False,False,,,9.067761806981519,0.5069107255515181
bunnycore/Maestro-S1k-7B-Sce,2025-02-21,7.613,6.835617935266296,25.22684255553044,4.8440468816556645,2.794561933534743,1.45413870246085,4.802864583333334,1.891252955082742,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,8.476386036960985,0.8815558297933116
bunnycore/Phi-3.5-mini-TitanFusion-0.1,2024-10-13,3.821,26.23579178503736,52.27950726295119,35.446219076522446,11.858006042296072,10.850111856823268,15.797395833333333,31.183510638297868,,Yes,merge,phi,bunnycore,False,False,False,False,2024-04-23,173.0,4.172484599589322,0.5821770376884089
bunnycore/Phi-4-Model-Stock,2025-01-11,14.66,40.7857160927999,68.78837041272712,55.31567822091236,42.97583081570997,13.982102908277405,15.11692708333333,48.53538711583924,mit,Yes,merge,phi,bunnycore,True,True,False,False,2024-12-12,30.0,7.129363449691992,1.1661339703051092
bunnycore/Phi-4-Model-Stock-v2,2025-01-17,14.66,39.1446195362203,63.752510006782,54.68637369280513,37.53776435045317,13.19910514541387,17.57213541666667,48.119828605200944,,Yes,merge,phi,bunnycore,False,False,False,False,2024-12-12,36.0,7.326488706365503,1.1661339703051092
bunnycore/Phi-4-Model-Stock-v3,2025-01-18,14.66,37.67299066187767,59.11636679565775,52.78361125759003,49.01812688821752,5.257270693512303,11.179427083333335,48.68314125295508,,Yes,merge,phi,bunnycore,False,False,False,False,2024-12-12,37.0,7.359342915811088,1.1661339703051092
bunnycore/Phi-4-Model-Stock-v4,2025-01-25,14.66,41.216841837982095,71.10145524984819,55.90173559155676,38.29305135951662,15.883668903803136,17.299479166666664,48.82166075650118,,Yes,merge,phi,bunnycore,False,False,False,False,2024-12-12,44.0,7.5893223819301845,1.1661339703051092
bunnycore/Phi-4-RP-v0,2025-01-10,14.66,38.21180801915013,68.27129793392643,54.8449853466199,33.157099697885194,13.646532438478744,10.861718750000003,48.48921394799055,mit,Yes,merge,phi,bunnycore,True,True,False,False,2024-12-12,29.0,7.096509240246407,1.1661339703051092
bunnycore/Phi-4-RR-Shoup,2025-02-02,14.66,41.27997062998439,65.86579165503088,56.10839417299811,49.92447129909365,11.6331096196868,14.93854166666666,49.20951536643025,,Yes,merge,phi,bunnycore,False,False,False,False,2024-12-12,52.0,7.852156057494867,1.1661339703051092
bunnycore/Phi-4-RStock-v0.1,2025-02-02,14.66,41.10230758798472,70.1872143689854,55.97629172237362,39.50151057401813,15.324384787472036,16.728906249999994,48.8955378250591,,Yes,merge,phi,bunnycore,False,False,False,False,2024-12-12,52.0,7.852156057494867,1.1661339703051092
bunnycore/Phi-4-ReasoningRP,2025-01-28,14.66,40.953870582332804,67.36204382150471,55.88446363760437,45.69486404833837,12.527964205816552,15.136718750000002,49.11716903073285,mit,Yes,posttrained,phi,bunnycore,True,True,False,False,2025-04-30,-92.0,7.687885010266941,1.1661339703051092
bunnycore/Phi-4-Sce-exp-v0.1,2025-02-07,14.66,41.33228109882298,65.9532263283643,56.074961973018425,50.30211480362537,11.409395973154364,15.10911458333333,49.14487293144209,,Yes,merge,phi,bunnycore,False,False,False,False,2024-12-12,57.0,8.016427104722792,1.1661339703051092
bunnycore/Phi-4-Stock-Ex,2025-01-16,14.66,40.217464671520766,65.74588757829227,55.20355070082317,40.86102719033233,13.422818791946312,17.462239583333332,48.60926418439716,,Yes,merge,phi,bunnycore,False,False,False,False,2024-12-12,35.0,7.293634496919918,1.1661339703051092
bunnycore/Phi-4-Stock-RP,2025-01-12,14.66,39.044084455528825,63.99231816025922,55.20594989405504,34.13897280966767,14.429530201342288,18.53489583333333,47.96283983451538,mit,Yes,posttrained,phi,bunnycore,True,True,False,False,2024-12-12,31.0,7.162217659137577,1.1661339703051092
bunnycore/Phi-4-Trim-Exp1,2025-02-14,7.503,4.501547812787733,12.192538021338937,1.4066196276490397,0.5287009063444109,0.6711409395973182,10.577604166666667,1.632683215130022,,Yes,merge,phi,bunnycore,False,False,False,False,2024-12-12,64.0,8.24640657084189,0.875234946450165
bunnycore/Phi-Seek-4-Sce-V1,2025-02-06,14.66,26.22214709074268,29.348462080612777,49.2526730890894,21.45015105740181,3.467561521252797,8.002864583333334,45.81117021276596,,,merge,phi,bunnycore,False,False,False,False,,,7.983572895277208,1.1661339703051092
bunnycore/Qandora-2.5-7B-Creative,2024-11-20,7.616,32.10182633953863,68.03148978044922,36.424651784758105,30.589123867069485,8.05369127516779,10.8484375,38.66356382978723,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,5.420944558521561,0.8817269353764179
bunnycore/QandoraExp-7B,2024-11-11,7.616,36.26500037492428,75.090648368551,35.92474216004687,47.43202416918429,8.05369127516779,13.201041666666669,37.88785460992907,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,5.125256673511293,0.8817269353764179
bunnycore/QandoraExp-7B-Persona,2024-11-12,7.616,31.693541037557907,62.46858335882126,36.8327094432999,31.04229607250756,8.612975391498878,13.34453125,37.86015070921986,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,5.158110882956879,0.8817269353764179
bunnycore/QandoraExp-7B-v2,2024-11-12,7.616,31.12963867958909,56.06889719278182,34.94496675271275,47.12990936555892,7.046979865771815,9.26770833333334,32.319370567375884,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,5.158110882956879,0.8817269353764179
bunnycore/QwQen-3B-LCoT,2024-12-26,3.397,27.986056265747134,60.252906731915765,28.499814171968943,36.17824773413897,2.2371364653243813,10.755989583333331,29.99224290780142,,,merge,namespace:bunnycore,bunnycore,False,False,False,False,,,6.6036960985626285,0.5310955468700279
bunnycore/QwQen-3B-LCoT-R1,2025-02-23,3.085,25.965028531766123,53.4160471992092,26.982869231919675,33.53474320241692,1.5659955257270708,10.03046875,30.26004728132387,,,posttrained,namespace:bunnycore,bunnycore,False,False,False,False,,,8.542094455852157,0.4892551683692605
bunnycore/Qwen-2.5-7B-Deep-Sky-T1,2025-02-16,7.613,15.009116031308366,42.08045763019898,17.866965310070587,5.5135951661631415,4.138702460850116,8.193229166666667,12.26174645390071,,,merge,qwen,bunnycore,False,False,False,False,,,8.31211498973306,0.8815558297933116
bunnycore/Qwen-2.5-7B-Deep-Stock-v1,2025-01-25,7.613,27.53059115286298,56.95066867023941,34.07986228320928,26.435045317220546,3.691275167785232,9.96197916666667,34.06471631205674,,,merge,qwen,bunnycore,False,False,False,False,,,7.5893223819301845,0.8815558297933116
bunnycore/Qwen-2.5-7B-Deep-Stock-v4,2025-01-26,7.613,36.10174991287545,77.52862405085175,35.91001360257288,48.94259818731118,6.711409395973152,10.387239583333336,37.1306146572104,,,merge,qwen,bunnycore,False,False,False,False,,,7.62217659137577,0.8815558297933116
bunnycore/Qwen-2.5-7B-Deep-Stock-v5,2025-02-16,7.613,18.50794443275282,45.090471061228655,24.990385055835603,14.72809667673716,2.684563758389265,3.202864583333336,20.351285460992905,,,merge,qwen,bunnycore,False,False,False,False,,,8.31211498973306,0.8815558297933116
bunnycore/Qwen-2.5-7B-Exp-Sce,2025-02-08,7.613,33.8635495431104,76.51697495977339,36.2390009919108,32.55287009063444,6.487695749440718,15.17760416666666,36.2071513002364,,,merge,qwen,bunnycore,False,False,False,False,,,8.049281314168377,0.8815558297933116
bunnycore/Qwen-2.5-7B-R1-Stock,2025-01-24,7.613,35.319380127136064,75.73261169253138,34.8504410029365,50.07552870090635,6.599552572706939,8.053906249999999,36.60424054373522,,,merge,qwen,bunnycore,False,False,False,False,,,7.5564681724846,0.8815558297933116
bunnycore/Qwen-2.5-7B-Stock-Deep-Bespoke,2025-01-25,7.613,23.4734154687315,52.062194975997016,28.17803739186357,18.882175226586103,4.138702460850116,8.916927083333334,28.662455673758863,,,merge,qwen,bunnycore,False,False,False,False,,,7.5893223819301845,0.8815558297933116
bunnycore/Qwen-2.5-7b-S1k,2025-02-20,7.613,34.59275371596473,71.62351449708994,36.69420283560647,47.809667673716014,4.586129753914992,9.259895833333331,37.58311170212765,,,posttrained,qwen,bunnycore,False,False,False,False,,,8.4435318275154,0.8815558297933116
bunnycore/Qwen2.5-1.5B-Model-Stock,2025-02-28,1.776,4.1995227467450436,18.29257481260833,1.430207460042271,0.0,1.230425055928408,3.128385416666666,1.1155437352245865,,Yes,merge,qwen,bunnycore,False,False,False,False,2024-09-19,162.0,8.706365503080082,0.2494429614425822
bunnycore/Qwen2.5-3B-Model-Stock,2025-01-15,3.396,27.524210143313894,63.80747527671024,26.00226442713036,37.99093655589124,5.145413870246088,7.202864583333334,24.9963061465721,,Yes,merge,qwen,bunnycore,False,False,False,False,2024-09-19,118.0,7.260780287474333,0.5309676815719151
bunnycore/Qwen2.5-3B-Model-Stock-v2,2025-01-15,3.396,27.68767938120949,64.90157227268094,25.64854657456816,38.670694864048336,4.921700223713646,6.765625,25.217937352245865,,Yes,merge,qwen,bunnycore,False,False,False,False,2024-09-19,118.0,7.260780287474333,0.5309676815719151
bunnycore/Qwen2.5-3B-Model-Stock-v3.1,2025-02-25,3.396,27.972763681999325,64.80915083090645,26.396631614914487,38.97280966767372,4.586129753914992,7.632291666666667,25.439568557919618,,Yes,merge,qwen,bunnycore,False,False,False,False,2024-09-19,159.0,8.607802874743326,0.5309676815719151
bunnycore/Qwen2.5-3B-Model-Stock-v3.2,2025-02-26,3.396,27.386758745448905,63.53021095138676,26.32693751443641,37.53776435045317,4.4742729306487705,6.965625,25.48574172576832,,Yes,posttrained,qwen,bunnycore,False,False,False,False,2024-09-19,160.0,8.640657084188911,0.5309676815719151
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,2025-02-28,3.396,27.743273848475656,63.80747527671024,27.39995114531432,37.68882175226586,3.9149888143176734,7.128385416666667,26.5200206855792,,Yes,merge,qwen,bunnycore,False,False,False,False,2024-09-19,162.0,8.706365503080082,0.5309676815719151
bunnycore/Qwen2.5-3B-RP-Mix,2024-10-22,3.397,25.505206811112476,57.20543712903984,28.305922895366823,21.52567975830816,3.1319910514541416,12.555989583333334,30.30622044917257,,Yes,posttrained,qwen,bunnycore,False,False,False,False,2024-09-19,33.0,4.468172484599589,0.5310955468700279
bunnycore/Qwen2.5-3B-RP-Thinker,2024-12-31,3.397,22.906122256350514,58.9414974489909,17.412964272966242,33.53474320241692,1.9015659955257265,1.7578124999999991,23.88815011820331,,Yes,merge,qwen,bunnycore,False,False,False,False,2024-09-19,103.0,6.767967145790554,0.5310955468700279
